ALL_SPECIES_REPORTED,ATLAS_BLOCK,BCR_CODE,COUNTRY,COUNTRY_CODE,COUNTY,COUNTY_CODE,DURATION_MINUTES,EFFORT_AREA_HA,EFFORT_DISTANCE_KM,GEOM.coordinates,GEOM.type,GROUP_IDENTIFIER,IBA_CODE,LAST_EDITED_DATE,LATITUDE,LOCALITY,LOCALITY_ID,LOCALITY_TYPE,LONGITUDE,MONTH,NCBA_APPROVED,NCBA_BLOCK,NCBA_COMMENTS,NCBA_REVIEWED,NCBA_REVIEWER,NCBA_REVIEW_DATE,NUMBER_OBSERVERS,OBSERVATIONS,OBSERVATION_DATE,OBSERVER_ID,PROJECT_CODE,PROTOCOL_CODE,PROTOCOL_TYPE,SAMPLING_EVENT_IDENTIFIER,STATE,STATE_CODE,TIME_OBSERVATIONS_STARTED,TRIP_COMMENTS,USFWS_CODE,YEAR,_id
1,,29,United States,US,Wake,US-NC-183,41,0,0,"[-78.627133,35.750524]",Point,,,2021-03-24 21:44:35.613133,35.750524,My Backyard,L6729139,P,-78.627133,1,0,Raleigh West SE,0,0,EBD Upload,,1,"[{""GLOBAL_UNIQUE_IDENTIFIER"":""URN:CornellLabOfOrnithology:EBIRD:OBS1049565991"",""TAXONOMIC_ORDER"":""20638"",""CATEGORY"":""species"",""COMMON_NAME"":""American Crow"",""SCIENTIFIC_NAME"":""Corvus brachyrhynchos"",""SUBSPECIES_COMMON_NAME"":"""",""SUBSPECIES_SCIENTIFIC_NAME"":"""",""OBSERVATION_COUNT"":1,""BREEDING_CODE"":"""",""BREEDING_CATEGORY"":"""",""BEHAVIOR_CODE"":"""",""AGE/SEX"":"""",""HAS_MEDIA"":0,""APPROVED"":1,""REVIEWED"":0,""REASON"":"""",""SPECIES_COMMENTS"":""Heard not seen""},{""GLOBAL_UNIQUE_IDENTIFIER"":""URN:CornellLabOfOrnithology:EBIRD:OBS1049565992"",""TAXONOMIC_ORDER"":""27462"",""CATEGORY"":""species"",""COMMON_NAME"":""American Robin"",""SCIENTIFIC_NAME"":""Turdus migratorius"",""SUBSPECIES_COMMON_NAME"":"""",""SUBSPECIES_SCIENTIFIC_NAME"":"""",""OBSERVATION_COUNT"":11,""BREEDING_CODE"":"""",""BREEDING_CATEGORY"":"""",""BEHAVIOR_CODE"":"""",""AGE/SEX"":"""",""HAS_MEDIA"":0,""APPROVED"":1,""REVIEWED"":0,""REASON"":"""",""SPECIES_COMMENTS"":""""},{""GLOBAL_UNIQUE_IDENTIFIER"":""URN:CornellLabOfOrnithology:EBIRD:OBS1049565982"",""TAXONOMIC_ORDER"":""26950"",""CATEGORY"":""species"",""COMMON_NAME"":""Brown Thrasher"",""SCIENTIFIC_NAME"":""Toxostoma rufum"",""SUBSPECIES_COMMON_NAME"":"""",""SUBSPECIES_SCIENTIFIC_NAME"":"""",""OBSERVATION_COUNT"":1,""BREEDING_CODE"":"""",""BREEDING_CATEGORY"":"""",""BEHAVIOR_CODE"":"""",""AGE/SEX"":"""",""HAS_MEDIA"":0,""APPROVED"":1,""REVIEWED"":0,""REASON"":"""",""SPECIES_COMMENTS"":""""},{""GLOBAL_UNIQUE_IDENTIFIER"":""URN:CornellLabOfOrnithology:EBIRD:OBS1049565990"",""TAXONOMIC_ORDER"":""21127"",""CATEGORY"":""species"",""COMMON_NAME"":""Carolina Chickadee"",""SCIENTIFIC_NAME"":""Poecile carolinensis"",""SUBSPECIES_COMMON_NAME"":"""",""SUBSPECIES_SCIENTIFIC_NAME"":"""",""OBSERVATION_COUNT"":1,""BREEDING_CODE"":"""",""BREEDING_CATEGORY"":"""",""BEHAVIOR_CODE"":"""",""AGE/SEX"":"""",""HAS_MEDIA"":0,""APPROVED"":1,""REVIEWED"":0,""REASON"":"""",""SPECIES_COMMENTS"":""""},{""GLOBAL_UNIQUE_IDENTIFIER"":""URN:CornellLabOfOrnithology:EBIRD:OBS1049565985"",""TAXONOMIC_ORDER"":""26287"",""CATEGORY"":""species"",""COMMON_NAME"":""Carolina Wren"",""SCIENTIFIC_NAME"":""Thryothorus ludovicianus"",""SUBSPECIES_COMMON_NAME"":"""",""SUBSPECIES_SCIENTIFIC_NAME"":"""",""OBSERVATION_COUNT"":1,""BREEDING_CODE"":"""",""BREEDING_CATEGORY"":"""",""BEHAVIOR_CODE"":"""",""AGE/SEX"":"""",""HAS_MEDIA"":0,""APPROVED"":1,""REVIEWED"":0,""REASON"":"""",""SPECIES_COMMENTS"":""""},{""GLOBAL_UNIQUE_IDENTIFIER"":""URN:CornellLabOfOrnithology:EBIRD:OBS1049565988"",""TAXONOMIC_ORDER"":""28730"",""CATEGORY"":""species"",""COMMON_NAME"":""Cedar Waxwing"",""SCIENTIFIC_NAME"":""Bombycilla cedrorum"",""SUBSPECIES_COMMON_NAME"":"""",""SUBSPECIES_SCIENTIFIC_NAME"":"""",""OBSERVATION_COUNT"":29,""BREEDING_CODE"":"""",""BREEDING_CATEGORY"":"""",""BEHAVIOR_CODE"":"""",""AGE/SEX"":"""",""HAS_MEDIA"":0,""APPROVED"":1,""REVIEWED"":0,""REASON"":"""",""SPECIES_COMMENTS"":""29+ initially In ligustrum hedge. Caused robins to leave . CEWA stayed foraging on berries for about 6 mins. Smaller group of 10-17 returned later.  Total appearance time 22 mins.""},{""GLOBAL_UNIQUE_IDENTIFIER"":""URN:CornellLabOfOrnithology:EBIRD:OBS1049565980"",""TAXONOMIC_ORDER"":""10805"",""CATEGORY"":""species"",""COMMON_NAME"":""Downy Woodpecker"",""SCIENTIFIC_NAME"":""Dryobates pubescens"",""SUBSPECIES_COMMON_NAME"":"""",""SUBSPECIES_SCIENTIFIC_NAME"":"""",""OBSERVATION_COUNT"":1,""BREEDING_CODE"":"""",""BREEDING_CATEGORY"":"""",""BEHAVIOR_CODE"":"""",""AGE/SEX"":"""",""HAS_MEDIA"":0,""APPROVED"":1,""REVIEWED"":0,""REASON"":"""",""SPECIES_COMMENTS"":""Male""},{""GLOBAL_UNIQUE_IDENTIFIER"":""URN:CornellLabOfOrnithology:EBIRD:OBS1049565989"",""TAXONOMIC_ORDER"":""31084"",""CATEGORY"":""species"",""COMMON_NAME"":""House Finch"",""SCIENTIFIC_NAME"":""Haemorhous mexicanus"",""SUBSPECIES_COMMON_NAME"":"""",""SUBSPECIES_SCIENTIFIC_NAME"":"""",""OBSERVATION_COUNT"":2,""BREEDING_CODE"":"""",""BREEDING_CATEGORY"":"""",""BEHAVIOR_CODE"":"""",""AGE/SEX"":"""",""HAS_MEDIA"":0,""APPROVED"":1,""REVIEWED"":0,""REASON"":"""",""SPECIES_COMMENTS"":""Male , female""},{""GLOBAL_UNIQUE_IDENTIFIER"":""URN:CornellLabOfOrnithology:EBIRD:OBS1049565981"",""TAXONOMIC_ORDER"":""2339"",""CATEGORY"":""species"",""COMMON_NAME"":""Mourning Dove"",""SCIENTIFIC_NAME"":""Zenaida macroura"",""SUBSPECIES_COMMON_NAME"":"""",""SUBSPECIES_SCIENTIFIC_NAME"":"""",""OBSERVATION_COUNT"":5,""BREEDING_CODE"":"""",""BREEDING_CATEGORY"":"""",""BEHAVIOR_CODE"":"""",""AGE/SEX"":"""",""HAS_MEDIA"":0,""APPROVED"":1,""REVIEWED"":0,""REASON"":"""",""SPECIES_COMMENTS"":""""},{""GLOBAL_UNIQUE_IDENTIFIER"":""URN:CornellLabOfOrnithology:EBIRD:OBS1049565979"",""TAXONOMIC_ORDER"":""33194"",""CATEGORY"":""species"",""COMMON_NAME"":""Northern Cardinal"",""SCIENTIFIC_NAME"":""Cardinalis cardinalis"",""SUBSPECIES_COMMON_NAME"":"""",""SUBSPECIES_SCIENTIFIC_NAME"":"""",""OBSERVATION_COUNT"":2,""BREEDING_CODE"":"""",""BREEDING_CATEGORY"":"""",""BEHAVIOR_CODE"":"""",""AGE/SEX"":"""",""HAS_MEDIA"":0,""APPROVED"":1,""REVIEWED"":0,""REASON"":"""",""SPECIES_COMMENTS"":""Male female""},{""GLOBAL_UNIQUE_IDENTIFIER"":""URN:CornellLabOfOrnithology:EBIRD:OBS1049565984"",""TAXONOMIC_ORDER"":""10620"",""CATEGORY"":""species"",""COMMON_NAME"":""Red-bellied Woodpecker"",""SCIENTIFIC_NAME"":""Melanerpes carolinus"",""SUBSPECIES_COMMON_NAME"":"""",""SUBSPECIES_SCIENTIFIC_NAME"":"""",""OBSERVATION_COUNT"":1,""BREEDING_CODE"":"""",""BREEDING_CATEGORY"":"""",""BEHAVIOR_CODE"":"""",""AGE/SEX"":"""",""HAS_MEDIA"":0,""APPROVED"":1,""REVIEWED"":0,""REASON"":"""",""SPECIES_COMMENTS"":""Male""},{""GLOBAL_UNIQUE_IDENTIFIER"":""URN:CornellLabOfOrnithology:EBIRD:OBS1049565983"",""TAXONOMIC_ORDER"":""21225"",""CATEGORY"":""species"",""COMMON_NAME"":""Tufted Titmouse"",""SCIENTIFIC_NAME"":""Baeolophus bicolor"",""SUBSPECIES_COMMON_NAME"":"""",""SUBSPECIES_SCIENTIFIC_NAME"":"""",""OBSERVATION_COUNT"":1,""BREEDING_CODE"":"""",""BREEDING_CATEGORY"":"""",""BEHAVIOR_CODE"":"""",""AGE/SEX"":"""",""HAS_MEDIA"":0,""APPROVED"":1,""REVIEWED"":0,""REASON"":"""",""SPECIES_COMMENTS"":""""},{""GLOBAL_UNIQUE_IDENTIFIER"":""URN:CornellLabOfOrnithology:EBIRD:OBS1049565987"",""TAXONOMIC_ORDER"":""31943"",""CATEGORY"":""species"",""COMMON_NAME"":""White-throated Sparrow"",""SCIENTIFIC_NAME"":""Zonotrichia albicollis"",""SUBSPECIES_COMMON_NAME"":"""",""SUBSPECIES_SCIENTIFIC_NAME"":"""",""OBSERVATION_COUNT"":6,""BREEDING_CODE"":"""",""BREEDING_CATEGORY"":"""",""BEHAVIOR_CODE"":"""",""AGE/SEX"":"""",""HAS_MEDIA"":0,""APPROVED"":1,""REVIEWED"":0,""REASON"":"""",""SPECIES_COMMENTS"":""""},{""GLOBAL_UNIQUE_IDENTIFIER"":""URN:CornellLabOfOrnithology:EBIRD:OBS1049565986"",""TAXONOMIC_ORDER"":""10549"",""CATEGORY"":""species"",""COMMON_NAME"":""Yellow-bellied Sapsucker"",""SCIENTIFIC_NAME"":""Sphyrapicus varius"",""SUBSPECIES_COMMON_NAME"":"""",""SUBSPECIES_SCIENTIFIC_NAME"":"""",""OBSERVATION_COUNT"":1,""BREEDING_CODE"":"""",""BREEDING_CATEGORY"":"""",""BEHAVIOR_CODE"":"""",""AGE/SEX"":"""",""HAS_MEDIA"":0,""APPROVED"":1,""REVIEWED"":0,""REASON"":"""",""SPECIES_COMMENTS"":""Male""}]",2021-01-11,obsr558431,EBIRD,P21,Stationary,S79088378,North Carolina,US-NC,13:44:00,,,2021,S79088378
1,,29,United States,US,Wake,US-NC-183,37,0,1.336,"[-78.6259881,35.7596482]",Point,,,2021-03-24 21:44:35.613133,35.7596482,Walnut Creek Trail--Wetland Center,L2393358,H,-78.6259881,1,0,Raleigh West SE,0,0,EBD Upload,,1,"[{""GLOBAL_UNIQUE_IDENTIFIER"":""URN:CornellLabOfOrnithology:EBIRD:OBS1045140009"",""TAXONOMIC_ORDER"":""20638"",""CATEGORY"":""species"",""COMMON_NAME"":""American Crow"",""SCIENTIFIC_NAME"":""Corvus brachyrhynchos"",""SUBSPECIES_COMMON_NAME"":"""",""SUBSPECIES_SCIENTIFIC_NAME"":"""",""OBSERVATION_COUNT"":1,""BREEDING_CODE"":"""",""BREEDING_CATEGORY"":"""",""BEHAVIOR_CODE"":"""",""AGE/SEX"":"""",""HAS_MEDIA"":0,""APPROVED"":1,""REVIEWED"":0,""REASON"":"""",""SPECIES_COMMENTS"":""""},{""GLOBAL_UNIQUE_IDENTIFIER"":""URN:CornellLabOfOrnithology:EBIRD:OBS1045140012"",""TAXONOMIC_ORDER"":""31382"",""CATEGORY"":""species"",""COMMON_NAME"":""American Goldfinch"",""SCIENTIFIC_NAME"":""Spinus tristis"",""SUBSPECIES_COMMON_NAME"":"""",""SUBSPECIES_SCIENTIFIC_NAME"":"""",""OBSERVATION_COUNT"":2,""BREEDING_CODE"":"""",""BREEDING_CATEGORY"":"""",""BEHAVIOR_CODE"":"""",""AGE/SEX"":"""",""HAS_MEDIA"":0,""APPROVED"":1,""REVIEWED"":0,""REASON"":"""",""SPECIES_COMMENTS"":""""},{""GLOBAL_UNIQUE_IDENTIFIER"":""URN:CornellLabOfOrnithology:EBIRD:OBS1045140023"",""TAXONOMIC_ORDER"":""27462"",""CATEGORY"":""species"",""COMMON_NAME"":""American Robin"",""SCIENTIFIC_NAME"":""Turdus migratorius"",""SUBSPECIES_COMMON_NAME"":"""",""SUBSPECIES_SCIENTIFIC_NAME"":"""",""OBSERVATION_COUNT"":1,""BREEDING_CODE"":"""",""BREEDING_CATEGORY"":"""",""BEHAVIOR_CODE"":"""",""AGE/SEX"":"""",""HAS_MEDIA"":0,""APPROVED"":1,""REVIEWED"":0,""REASON"":"""",""SPECIES_COMMENTS"":""""},{""GLOBAL_UNIQUE_IDENTIFIER"":""URN:CornellLabOfOrnithology:EBIRD:OBS1045140014"",""TAXONOMIC_ORDER"":""25893"",""CATEGORY"":""species"",""COMMON_NAME"":""Brown-headed Nuthatch"",""SCIENTIFIC_NAME"":""Sitta pusilla"",""SUBSPECIES_COMMON_NAME"":"""",""SUBSPECIES_SCIENTIFIC_NAME"":"""",""OBSERVATION_COUNT"":1,""BREEDING_CODE"":"""",""BREEDING_CATEGORY"":"""",""BEHAVIOR_CODE"":"""",""AGE/SEX"":"""",""HAS_MEDIA"":0,""APPROVED"":1,""REVIEWED"":0,""REASON"":"""",""SPECIES_COMMENTS"":""""},{""GLOBAL_UNIQUE_IDENTIFIER"":""URN:CornellLabOfOrnithology:EBIRD:OBS1045140010"",""TAXONOMIC_ORDER"":""21127"",""CATEGORY"":""species"",""COMMON_NAME"":""Carolina Chickadee"",""SCIENTIFIC_NAME"":""Poecile carolinensis"",""SUBSPECIES_COMMON_NAME"":"""",""SUBSPECIES_SCIENTIFIC_NAME"":"""",""OBSERVATION_COUNT"":3,""BREEDING_CODE"":"""",""BREEDING_CATEGORY"":"""",""BEHAVIOR_CODE"":"""",""AGE/SEX"":"""",""HAS_MEDIA"":0,""APPROVED"":1,""REVIEWED"":0,""REASON"":"""",""SPECIES_COMMENTS"":""""},{""GLOBAL_UNIQUE_IDENTIFIER"":""URN:CornellLabOfOrnithology:EBIRD:OBS1045140011"",""TAXONOMIC_ORDER"":""31733"",""CATEGORY"":""species"",""COMMON_NAME"":""Chipping Sparrow"",""SCIENTIFIC_NAME"":""Spizella passerina"",""SUBSPECIES_COMMON_NAME"":"""",""SUBSPECIES_SCIENTIFIC_NAME"":"""",""OBSERVATION_COUNT"":1,""BREEDING_CODE"":"""",""BREEDING_CATEGORY"":"""",""BEHAVIOR_CODE"":"""",""AGE/SEX"":"""",""HAS_MEDIA"":0,""APPROVED"":1,""REVIEWED"":0,""REASON"":"""",""SPECIES_COMMENTS"":""""},{""GLOBAL_UNIQUE_IDENTIFIER"":""URN:CornellLabOfOrnithology:EBIRD:OBS1045140024"",""TAXONOMIC_ORDER"":""31867"",""CATEGORY"":""species"",""COMMON_NAME"":""Dark-eyed Junco"",""SCIENTIFIC_NAME"":""Junco hyemalis"",""SUBSPECIES_COMMON_NAME"":"""",""SUBSPECIES_SCIENTIFIC_NAME"":"""",""OBSERVATION_COUNT"":4,""BREEDING_CODE"":"""",""BREEDING_CATEGORY"":"""",""BEHAVIOR_CODE"":"""",""AGE/SEX"":"""",""HAS_MEDIA"":0,""APPROVED"":1,""REVIEWED"":0,""REASON"":"""",""SPECIES_COMMENTS"":""""},{""GLOBAL_UNIQUE_IDENTIFIER"":""URN:CornellLabOfOrnithology:EBIRD:OBS1045140025"",""TAXONOMIC_ORDER"":""10805"",""CATEGORY"":""species"",""COMMON_NAME"":""Downy Woodpecker"",""SCIENTIFIC_NAME"":""Dryobates pubescens"",""SUBSPECIES_COMMON_NAME"":"""",""SUBSPECIES_SCIENTIFIC_NAME"":"""",""OBSERVATION_COUNT"":1,""BREEDING_CODE"":"""",""BREEDING_CATEGORY"":"""",""BEHAVIOR_CODE"":"""",""AGE/SEX"":"""",""HAS_MEDIA"":0,""APPROVED"":1,""REVIEWED"":0,""REASON"":"""",""SPECIES_COMMENTS"":""""},{""GLOBAL_UNIQUE_IDENTIFIER"":""URN:CornellLabOfOrnithology:EBIRD:OBS1045140018"",""TAXONOMIC_ORDER"":""31084"",""CATEGORY"":""species"",""COMMON_NAME"":""House Finch"",""SCIENTIFIC_NAME"":""Haemorhous mexicanus"",""SUBSPECIES_COMMON_NAME"":"""",""SUBSPECIES_SCIENTIFIC_NAME"":"""",""OBSERVATION_COUNT"":5,""BREEDING_CODE"":"""",""BREEDING_CATEGORY"":"""",""BEHAVIOR_CODE"":"""",""AGE/SEX"":"""",""HAS_MEDIA"":0,""APPROVED"":1,""REVIEWED"":0,""REASON"":"""",""SPECIES_COMMENTS"":""""},{""GLOBAL_UNIQUE_IDENTIFIER"":""URN:CornellLabOfOrnithology:EBIRD:OBS1045140019"",""TAXONOMIC_ORDER"":""33194"",""CATEGORY"":""species"",""COMMON_NAME"":""Northern Cardinal"",""SCIENTIFIC_NAME"":""Cardinalis cardinalis"",""SUBSPECIES_COMMON_NAME"":"""",""SUBSPECIES_SCIENTIFIC_NAME"":"""",""OBSERVATION_COUNT"":1,""BREEDING_CODE"":"""",""BREEDING_CATEGORY"":"""",""BEHAVIOR_CODE"":"""",""AGE/SEX"":"""",""HAS_MEDIA"":0,""APPROVED"":1,""REVIEWED"":0,""REASON"":"""",""SPECIES_COMMENTS"":""""},{""GLOBAL_UNIQUE_IDENTIFIER"":""URN:CornellLabOfOrnithology:EBIRD:OBS1045140022"",""TAXONOMIC_ORDER"":""27022"",""CATEGORY"":""species"",""COMMON_NAME"":""Northern Mockingbird"",""SCIENTIFIC_NAME"":""Mimus polyglottos"",""SUBSPECIES_COMMON_NAME"":"""",""SUBSPECIES_SCIENTIFIC_NAME"":"""",""OBSERVATION_COUNT"":1,""BREEDING_CODE"":"""",""BREEDING_CATEGORY"":"""",""BEHAVIOR_CODE"":"""",""AGE/SEX"":"""",""HAS_MEDIA"":0,""APPROVED"":1,""REVIEWED"":0,""REASON"":"""",""SPECIES_COMMENTS"":""""},{""GLOBAL_UNIQUE_IDENTIFIER"":""URN:CornellLabOfOrnithology:EBIRD:OBS1045140013"",""TAXONOMIC_ORDER"":""32853"",""CATEGORY"":""species"",""COMMON_NAME"":""Pine Warbler"",""SCIENTIFIC_NAME"":""Setophaga pinus"",""SUBSPECIES_COMMON_NAME"":"""",""SUBSPECIES_SCIENTIFIC_NAME"":"""",""OBSERVATION_COUNT"":1,""BREEDING_CODE"":"""",""BREEDING_CATEGORY"":"""",""BEHAVIOR_CODE"":"""",""AGE/SEX"":"""",""HAS_MEDIA"":0,""APPROVED"":1,""REVIEWED"":0,""REASON"":"""",""SPECIES_COMMENTS"":""""},{""GLOBAL_UNIQUE_IDENTIFIER"":""URN:CornellLabOfOrnithology:EBIRD:OBS1045140021"",""TAXONOMIC_ORDER"":""10620"",""CATEGORY"":""species"",""COMMON_NAME"":""Red-bellied Woodpecker"",""SCIENTIFIC_NAME"":""Melanerpes carolinus"",""SUBSPECIES_COMMON_NAME"":"""",""SUBSPECIES_SCIENTIFIC_NAME"":"""",""OBSERVATION_COUNT"":1,""BREEDING_CODE"":"""",""BREEDING_CATEGORY"":"""",""BEHAVIOR_CODE"":"""",""AGE/SEX"":"""",""HAS_MEDIA"":0,""APPROVED"":1,""REVIEWED"":0,""REASON"":"""",""SPECIES_COMMENTS"":""""},{""GLOBAL_UNIQUE_IDENTIFIER"":""URN:CornellLabOfOrnithology:EBIRD:OBS1045140015"",""TAXONOMIC_ORDER"":""25797"",""CATEGORY"":""species"",""COMMON_NAME"":""Ruby-crowned Kinglet"",""SCIENTIFIC_NAME"":""Regulus calendula"",""SUBSPECIES_COMMON_NAME"":"""",""SUBSPECIES_SCIENTIFIC_NAME"":"""",""OBSERVATION_COUNT"":1,""BREEDING_CODE"":"""",""BREEDING_CATEGORY"":"""",""BEHAVIOR_CODE"":"""",""AGE/SEX"":"""",""HAS_MEDIA"":0,""APPROVED"":1,""REVIEWED"":0,""REASON"":"""",""SPECIES_COMMENTS"":""""},{""GLOBAL_UNIQUE_IDENTIFIER"":""URN:CornellLabOfOrnithology:EBIRD:OBS1045140008"",""TAXONOMIC_ORDER"":""32018"",""CATEGORY"":""species"",""COMMON_NAME"":""Song Sparrow"",""SCIENTIFIC_NAME"":""Melospiza melodia"",""SUBSPECIES_COMMON_NAME"":"""",""SUBSPECIES_SCIENTIFIC_NAME"":"""",""OBSERVATION_COUNT"":3,""BREEDING_CODE"":"""",""BREEDING_CATEGORY"":"""",""BEHAVIOR_CODE"":"""",""AGE/SEX"":"""",""HAS_MEDIA"":0,""APPROVED"":1,""REVIEWED"":0,""REASON"":"""",""SPECIES_COMMENTS"":""""},{""GLOBAL_UNIQUE_IDENTIFIER"":""URN:CornellLabOfOrnithology:EBIRD:OBS1045140020"",""TAXONOMIC_ORDER"":""21225"",""CATEGORY"":""species"",""COMMON_NAME"":""Tufted Titmouse"",""SCIENTIFIC_NAME"":""Baeolophus bicolor"",""SUBSPECIES_COMMON_NAME"":"""",""SUBSPECIES_SCIENTIFIC_NAME"":"""",""OBSERVATION_COUNT"":2,""BREEDING_CODE"":"""",""BREEDING_CATEGORY"":"""",""BEHAVIOR_CODE"":"""",""AGE/SEX"":"""",""HAS_MEDIA"":0,""APPROVED"":1,""REVIEWED"":0,""REASON"":"""",""SPECIES_COMMENTS"":""""},{""GLOBAL_UNIQUE_IDENTIFIER"":""URN:CornellLabOfOrnithology:EBIRD:OBS1045140017"",""TAXONOMIC_ORDER"":""25873"",""CATEGORY"":""species"",""COMMON_NAME"":""White-breasted Nuthatch"",""SCIENTIFIC_NAME"":""Sitta carolinensis"",""SUBSPECIES_COMMON_NAME"":"""",""SUBSPECIES_SCIENTIFIC_NAME"":"""",""OBSERVATION_COUNT"":1,""BREEDING_CODE"":"""",""BREEDING_CATEGORY"":"""",""BEHAVIOR_CODE"":"""",""AGE/SEX"":"""",""HAS_MEDIA"":0,""APPROVED"":1,""REVIEWED"":0,""REASON"":"""",""SPECIES_COMMENTS"":""""},{""GLOBAL_UNIQUE_IDENTIFIER"":""URN:CornellLabOfOrnithology:EBIRD:OBS1045140016"",""TAXONOMIC_ORDER"":""31943"",""CATEGORY"":""species"",""COMMON_NAME"":""White-throated Sparrow"",""SCIENTIFIC_NAME"":""Zonotrichia albicollis"",""SUBSPECIES_COMMON_NAME"":"""",""SUBSPECIES_SCIENTIFIC_NAME"":"""",""OBSERVATION_COUNT"":3,""BREEDING_CODE"":"""",""BREEDING_CATEGORY"":"""",""BEHAVIOR_CODE"":"""",""AGE/SEX"":"""",""HAS_MEDIA"":0,""APPROVED"":1,""REVIEWED"":0,""REASON"":"""",""SPECIES_COMMENTS"":""""}]",2021-01-05,obsr1207962,EBIRD,P22,Traveling,S78733538,North Carolina,US-NC,15:12:00,,,2021,S78733538
